id,data_id,klient_id,trener_id,zajecie_id,sala_id,ocena_zajec,czas_trwania,liczba_uczestnikow,data_zajec
409,4828,11,18,10,66,1.8,120,26,2024-11-26 11:54:00
410,4719,128,13,14,65,3.4,60,15,2024-11-18 16:57:00
411,5061,133,13,22,67,1.4,120,26,2024-05-17 08:40:00
412,4764,185,5,17,64,1.6,60,13,2025-03-26 07:06:00
413,4991,20,17,22,65,4.0,120,9,2025-08-03 20:49:00
414,5011,140,3,13,65,1.5,120,24,2024-02-06 14:59:00
415,4867,112,13,19,65,2.5,90,6,2026-01-12 09:49:00
416,4991,192,19,20,69,1.7,45,6,2024-11-04 22:41:00
417,4502,47,1,21,65,2.0,60,5,2024-02-05 13:02:00
418,4626,26,20,12,65,2.4,120,9,2024-06-05 17:45:00
419,4655,144,3,12,69,1.9,60,7,2024-04-07 20:02:00
420,4676,72,1,24,69,4.9,120,11,2024-12-23 11:40:00
421,4964,96,10,19,70,4.1,45,23,2025-02-05 15:39:00
422,4773,194,10,22,66,1.3,120,10,2025-07-19 14:22:00
423,4946,189,18,13,67,3.1,60,6,2025-11-19 14:59:00
424,4776,68,2,24,70,4.1,90,30,2024-09-10 13:33:00
425,4642,80,16,14,68,2.1,45,27,2025-03-26 16:33:00
426,5011,127,5,21,61,3.2,120,16,2025-08-12 13:45:00
427,4879,47,8,16,69,4.9,60,7,2025-08-06 22:51:00
428,5075,159,3,10,68,4.1,45,9,2025-03-15 08:02:00
429,4808,121,15,15,67,1.4,45,14,2025-02-20 14:52:00
430,4471,174,4,22,65,1.3,120,20,2024-04-05 22:26:00
431,4603,122,9,10,62,1.8,120,28,2025-07-22 15:35:00
432,4605,184,2,15,70,1.1,90,5,2024-01-27 15:41:00
433,4481,54,8,19,70,3.0,90,26,2025-03-08 08:55:00
434,4906,122,2,21,62,4.1,45,27,2024-12-28 08:31:00
435,4532,29,19,17,66,4.6,60,11,2025-01-10 17:03:00
436,4463,5,10,20,70,2.3,45,11,2025-12-21 14:01:00
437,4970,2,3,21,61,1.5,120,7,2024-02-13 14:55:00
438,4887,198,15,22,65,4.8,90,19,2025-01-24 19:07:00
439,4552,153,14,11,61,3.5,90,27,2024-03-23 10:40:00
440,4797,124,6,21,65,1.7,120,17,2025-09-06 07:06:00
441,4514,96,9,17,65,5.0,45,28,2024-02-09 08:20:00
442,4664,73,20,13,69,1.2,120,9,2024-04-02 11:03:00
443,4622,91,11,17,61,2.6,45,15,2024-06-22 09:07:00
444,5064,15,12,23,66,1.3,90,21,2024-12-14 07:29:00
445,4915,162,13,15,68,4.2,60,20,2025-10-20 08:40:00
446,4440,92,4,21,67,4.2,120,30,2025-03-21 14:48:00
447,4712,94,9,24,69,3.2,45,15,2024-09-23 12:59:00
448,4962,100,12,18,62,4.9,120,14,2025-02-03 07:57:00
449,4715,29,10,21,62,1.6,90,9,2025-09-13 17:05:00
450,4780,32,17,16,67,2.7,120,9,2024-03-24 14:07:00
451,5031,157,8,14,62,3.3,90,24,2024-06-27 09:08:00
452,4475,147,6,13,67,3.8,90,27,2025-11-12 06:20:00
453,4961,75,2,20,62,3.9,45,30,2026-01-04 12:01:00
454,4864,172,5,15,65,4.5,90,11,2025-04-18 20:58:00
455,4733,131,6,17,66,4.4,60,13,2024-12-11 09:57:00
456,5017,179,5,20,64,4.8,60,14,2025-12-26 13:06:00
457,4703,188,20,16,62,2.4,60,15,2025-01-09 13:05:00
458,4675,117,2,10,63,3.9,90,5,2024-10-21 22:28:00
459,4909,29,15,18,68,2.1,45,7,2025-05-19 22:41:00
460,4499,55,14,15,67,2.8,120,25,2025-06-29 14:28:00
461,4678,35,1,15,63,3.5,90,9,2024-03-21 17:04:00
462,5040,182,15,20,69,2.9,45,30,2025-04-17 16:55:00
463,4670,36,4,13,66,4.8,90,10,2025-04-11 21:40:00
464,4582,18,13,17,67,2.3,90,10,2025-05-24 20:44:00
465,4933,168,3,17,68,1.6,120,28,2024-07-05 07:04:00
466,4495,52,5,17,69,4.0,60,28,2025-04-09 19:33:00
467,5021,31,17,11,61,3.8,60,7,2025-04-02 22:10:00
468,4806,17,8,24,69,3.9,90,22,2024-03-29 21:47:00
469,4542,62,6,18,65,1.3,90,22,2025-11-27 21:56:00
470,4559,25,9,16,61,4.1,90,20,2025-10-21 07:30:00
471,4492,69,18,12,65,5.0,45,5,2025-02-01 17:32:00
472,4671,75,20,19,67,1.1,45,21,2024-06-18 21:16:00
473,4819,99,16,10,67,4.1,45,28,2025-07-28 16:41:00
474,4566,120,9,16,70,4.4,90,18,2024-05-16 21:54:00
475,4592,198,15,20,61,1.8,90,23,2025-09-15 10:46:00
476,4894,47,14,15,66,1.7,60,10,2025-01-27 16:00:00
477,4863,47,16,10,69,3.0,120,26,2025-06-24 18:04:00
478,4407,143,5,10,61,4.6,90,10,2025-03-09 07:04:00
479,4669,122,4,21,68,2.1,45,20,2024-10-26 21:16:00
480,4754,58,20,17,63,4.3,120,15,2024-11-04 06:30:00
481,5017,161,10,21,66,2.6,90,13,2024-12-17 20:50:00
482,4964,46,13,11,67,2.1,120,11,2025-10-19 06:05:00
483,5043,171,6,17,63,2.5,120,25,2024-04-15 10:49:00
484,4424,111,18,22,62,3.7,45,26,2024-02-07 14:53:00
485,5024,146,7,23,61,2.1,45,26,2025-02-26 16:54:00
486,4725,45,4,18,67,4.3,60,27,2025-03-25 21:50:00
487,4983,106,13,16,65,4.6,60,9,2025-01-31 18:01:00
488,4840,27,19,12,70,1.6,45,22,2025-03-19 19:52:00
489,4415,4,1,18,64,1.6,90,19,2024-08-29 11:52:00
490,4459,2,6,17,61,2.5,120,27,2025-03-21 11:25:00
491,4458,32,15,17,68,5.0,90,12,2024-08-09 19:11:00
492,4899,80,1,20,69,2.9,60,16,2024-10-10 07:38:00
493,4810,168,17,23,64,4.8,60,9,2025-11-16 18:41:00
494,4558,121,9,22,67,3.5,90,19,2024-09-29 10:31:00
495,4793,94,3,20,65,4.5,90,6,2025-11-25 11:41:00
496,4928,121,12,12,65,1.4,120,17,2025-12-05 15:08:00
497,4522,120,17,14,66,1.9,60,30,2025-09-25 18:28:00
498,4382,198,14,21,61,3.9,60,27,2025-12-02 20:32:00
499,4671,86,5,20,67,4.3,90,30,2024-04-13 11:25:00
500,4461,39,1,20,64,4.0,45,7,2025-07-29 16:48:00
501,4792,162,20,24,61,1.8,120,22,2025-02-06 22:50:00
502,4750,160,10,21,65,4.2,90,8,2024-04-28 08:35:00
503,5067,53,10,14,70,1.4,60,14,2024-08-01 08:12:00
504,4404,73,4,24,66,1.1,60,19,2024-10-19 16:10:00
505,4801,90,12,22,66,4.9,45,19,2025-05-09 06:21:00
506,4826,76,7,21,66,4.7,45,13,2024-06-19 21:42:00
507,4619,106,10,21,62,4.3,60,12,2024-05-06 06:29:00
508,4402,105,7,10,67,4.1,45,17,2024-01-21 08:03:00
509,4823,123,1,18,65,2.5,45,12,2025-07-22 19:56:00
510,4904,75,10,11,66,2.3,60,6,2025-10-31 09:36:00
511,4470,191,20,15,69,2.7,45,19,2024-07-17 17:52:00
512,4770,113,19,14,63,2.6,90,10,2025-09-26 20:18:00
513,5095,198,4,20,70,4.2,120,21,2024-11-05 18:56:00
514,4465,23,7,20,62,4.5,45,28,2025-12-15 10:42:00
515,5025,51,4,16,68,2.4,120,10,2025-10-15 18:53:00
516,4577,155,18,24,63,4.9,60,22,2025-07-07 06:39:00
517,5087,92,19,10,69,4.4,60,29,2025-11-08 19:03:00
518,5004,149,1,18,67,3.5,45,19,2025-03-09 06:40:00
519,4387,134,17,11,64,1.6,120,21,2025-05-29 22:27:00
520,4473,186,4,15,68,2.2,120,22,2025-03-20 17:00:00
521,4808,78,11,19,70,4.5,90,12,2025-10-01 20:32:00
522,5090,66,9,21,65,2.7,45,21,2025-03-03 20:38:00
523,4551,123,14,10,70,3.3,120,10,2024-07-16 16:06:00
524,4710,125,5,13,64,1.6,90,16,2025-06-12 08:21:00
525,5081,75,10,20,64,3.5,90,27,2024-06-29 10:30:00
526,4578,19,18,24,69,2.0,120,18,2025-02-03 21:39:00
527,5058,100,12,20,61,1.2,45,19,2024-04-06 13:53:00
528,4413,93,14,14,67,1.4,90,15,2024-04-25 19:37:00
529,5030,148,18,20,69,4.2,60,20,2024-08-15 17:19:00
530,4983,192,1,14,66,4.8,45,6,2024-12-27 18:06:00
531,4695,49,6,12,68,4.5,120,18,2025-11-29 14:33:00
532,4862,176,20,19,63,3.7,60,30,2025-07-19 17:45:00
533,5098,124,18,15,68,2.4,60,25,2025-08-30 10:08:00
534,4849,117,19,24,70,4.2,45,26,2024-12-12 12:59:00
535,4963,115,7,10,68,3.2,60,18,2025-12-15 22:43:00
536,4896,2,1,21,65,1.6,120,14,2024-12-27 14:54:00
537,5013,81,3,10,64,2.6,60,10,2024-05-31 14:16:00
538,4409,10,5,23,62,3.3,60,20,2025-10-18 06:01:00
539,4924,171,13,22,68,2.7,45,29,2024-02-15 11:37:00
540,4844,8,15,15,70,3.8,45,7,2024-07-25 14:09:00
541,4630,120,15,16,70,1.7,120,21,2024-11-27 11:47:00
542,4888,72,13,11,67,1.6,120,6,2024-12-29 17:32:00
543,4461,70,9,22,68,2.3,60,23,2025-11-28 21:15:00
544,4426,64,10,15,69,3.8,45,22,2024-11-08 12:36:00
545,5091,76,2,12,69,3.3,90,11,2025-06-19 11:12:00
546,4785,24,8,10,63,2.2,45,23,2024-02-11 06:11:00
547,5103,160,3,24,65,5.0,60,16,2025-01-29 09:52:00
548,4387,198,17,23,63,2.9,45,18,2025-01-30 11:19:00
549,4734,173,9,12,66,1.8,90,10,2024-02-09 16:11:00
550,4685,138,17,22,65,4.7,45,22,2024-02-19 20:39:00
551,4500,120,10,22,69,4.3,60,15,2024-04-19 09:15:00
552,4460,142,15,15,66,3.7,120,6,2024-04-06 17:28:00
553,4961,3,7,22,67,2.4,120,5,2025-08-06 06:05:00
554,4459,45,13,17,70,1.2,60,19,2024-04-16 12:49:00
555,5052,14,19,15,70,1.8,45,26,2025-11-28 22:35:00
556,4842,26,13,12,65,4.3,90,20,2024-09-29 10:56:00
557,4903,25,10,15,62,2.0,60,26,2025-05-29 18:54:00
558,5030,52,1,13,64,4.6,90,7,2024-05-05 14:58:00
559,4550,198,14,14,69,2.2,60,14,2025-07-24 17:08:00
560,4411,154,3,10,67,2.8,60,12,2024-08-23 08:46:00
561,4797,188,15,16,68,4.4,45,25,2024-07-31 20:03:00
562,4398,165,7,11,69,1.2,45,18,2026-01-08 06:00:00
563,4775,27,11,22,69,2.3,45,18,2024-08-06 11:09:00
564,4606,70,18,16,69,1.8,120,26,2024-04-17 13:51:00
565,4546,44,8,10,69,4.7,90,19,2025-06-10 18:05:00
566,4796,166,9,22,68,4.3,120,13,2024-04-25 19:26:00
567,4642,153,2,24,69,3.3,60,11,2024-06-29 11:24:00
568,4528,159,3,17,70,4.7,45,5,2024-03-30 14:28:00
569,4590,62,13,20,62,4.2,120,28,2024-08-30 15:53:00
570,4828,86,20,21,66,2.4,60,13,2024-12-23 11:10:00
571,4683,189,20,19,66,2.4,90,25,2025-01-21 22:43:00
572,4930,93,8,16,65,3.1,90,17,2025-01-30 12:21:00
573,4623,39,19,21,63,3.4,60,13,2025-04-12 11:05:00
574,4941,37,14,22,68,4.1,45,15,2025-12-03 09:12:00
575,4647,136,6,11,62,3.2,45,23,2025-02-04 07:59:00
576,4478,116,16,12,66,2.4,90,28,2024-03-05 22:41:00
577,4772,9,14,17,67,4.9,120,9,2025-08-10 18:11:00
578,4836,129,6,14,61,2.1,120,30,2025-12-21 16:45:00
579,4383,139,20,10,68,2.3,45,12,2024-04-03 10:33:00
580,4427,200,2,16,68,4.4,90,18,2024-03-15 09:46:00
581,4913,70,11,10,69,2.9,45,27,2025-02-13 16:54:00
582,4683,135,18,11,62,1.3,45,18,2024-07-11 10:48:00
583,4555,53,5,11,68,2.6,45,5,2024-01-22 17:16:00
584,5046,88,14,22,61,3.1,45,29,2025-03-10 17:54:00
585,4981,198,8,15,68,3.5,120,25,2025-08-07 09:10:00
586,4805,199,14,24,65,2.9,120,10,2024-10-10 20:32:00
587,4667,83,4,14,66,1.9,60,10,2024-01-25 15:56:00
588,4793,11,3,12,69,2.8,45,12,2024-12-15 16:27:00
589,4581,12,20,22,65,1.4,60,28,2024-03-10 18:20:00
590,4635,64,16,15,66,3.3,120,9,2024-04-15 20:28:00
591,4814,132,5,21,65,2.4,90,19,2024-09-10 17:48:00
592,4835,7,3,17,66,5.0,60,21,2024-11-05 07:50:00
593,4990,68,8,17,66,4.3,45,10,2024-10-26 15:40:00
594,4545,51,11,24,68,4.2,60,30,2024-01-26 09:47:00
595,4439,166,11,13,64,1.7,60,27,2024-08-01 21:53:00
596,4886,141,12,18,70,3.1,60,21,2024-09-20 09:36:00
597,4508,103,6,17,66,2.1,45,30,2024-09-26 19:55:00
598,4806,194,11,21,68,4.0,120,24,2025-05-16 22:51:00
599,5003,111,9,19,61,2.9,60,20,2025-12-09 19:07:00
600,4541,107,19,10,62,3.3,90,22,2025-02-15 08:03:00
601,5045,59,19,19,66,4.2,90,9,2025-03-21 12:41:00
602,4675,169,9,14,62,4.3,60,24,2024-04-11 13:13:00
603,4663,100,19,24,64,4.6,60,6,2025-04-08 15:22:00
604,4419,179,11,19,67,4.6,90,10,2024-12-28 14:27:00
605,4603,153,9,21,61,4.6,60,5,2025-06-25 11:36:00
606,4618,184,12,18,61,4.9,45,15,2024-05-29 18:07:00
607,4438,52,6,18,64,3.1,60,17,2025-06-22 10:10:00
608,5002,88,5,17,61,1.4,45,13,2024-09-23 10:48:00
609,4651,2,7,14,67,3.3,60,16,2025-01-06 13:26:00
610,5027,135,2,16,66,4.7,60,18,2025-04-15 18:04:00
611,4816,109,14,17,68,1.8,60,9,2025-10-05 21:36:00
612,5050,192,1,18,63,2.9,45,12,2025-01-22 11:34:00
613,4510,130,3,12,67,3.9,45,8,2025-10-19 10:40:00
614,4472,30,4,24,61,3.7,90,14,2024-01-31 22:32:00
615,4815,20,12,15,63,2.5,45,19,2025-02-28 16:49:00
616,4699,123,8,16,65,4.9,90,25,2024-10-16 12:14:00
617,4584,185,4,17,63,2.7,45,9,2025-12-20 11:33:00
618,5019,157,19,21,67,1.7,90,29,2025-02-11 06:33:00
619,4670,125,2,22,62,2.9,90,7,2024-11-20 21:13:00
620,4638,146,20,13,63,1.2,90,24,2025-10-23 06:37:00
621,5086,142,17,21,68,1.7,120,11,2025-08-03 14:55:00
622,4628,134,17,13,63,2.7,90,13,2025-06-20 12:57:00
623,5104,165,11,13,63,4.7,45,22,2024-01-20 11:22:00
624,4808,55,1,20,68,1.0,45,23,2025-01-26 10:22:00
625,5008,129,11,16,66,2.0,90,30,2026-01-15 09:57:00
626,4462,175,14,19,68,1.3,120,10,2025-05-02 08:38:00
627,5030,136,5,23,66,2.4,120,10,2025-09-11 06:58:00
628,4834,28,12,22,64,3.6,120,7,2025-06-20 22:23:00
629,4706,168,5,11,67,4.8,90,8,2024-09-28 15:13:00
630,5004,21,2,20,70,2.5,90,16,2024-04-13 18:48:00
631,4597,78,15,11,63,2.8,120,15,2024-09-11 09:26:00
632,4871,126,3,16,63,1.5,60,21,2025-06-23 22:43:00
633,4690,40,15,12,62,2.9,120,17,2024-10-24 16:07:00
634,4382,85,9,22,67,2.8,120,13,2025-01-17 17:55:00
635,4458,15,19,16,63,2.0,60,29,2024-07-11 20:03:00
636,4762,143,11,12,64,3.3,120,19,2025-06-24 14:01:00
637,4760,75,6,13,65,3.6,60,9,2025-02-13 13:54:00
638,5079,83,17,24,61,4.2,45,20,2025-07-11 13:53:00
639,4945,186,9,22,62,1.5,120,20,2025-12-29 21:36:00
640,5027,200,6,16,65,3.3,90,8,2025-03-11 14:42:00
641,4950,116,3,19,65,2.3,90,28,2024-05-23 20:08:00
642,4442,191,5,24,61,3.2,90,29,2025-07-01 14:07:00
643,4787,193,14,15,61,4.7,90,25,2024-02-16 17:56:00
644,4445,19,2,15,67,2.0,45,6,2025-05-12 13:48:00
645,4947,118,9,20,61,3.0,60,21,2024-02-04 19:49:00
646,4627,173,2,10,61,3.0,60,13,2025-02-07 09:39:00
647,4774,155,13,19,63,3.1,120,28,2025-07-25 08:52:00
648,5088,87,3,16,69,4.4,90,7,2024-12-03 19:23:00
649,4826,125,19,22,64,2.9,45,7,2025-05-29 08:07:00
650,4975,95,7,24,70,2.4,60,21,2024-10-08 21:44:00
651,4814,56,1,19,66,4.4,60,21,2024-08-23 20:05:00
652,4867,20,12,11,61,4.0,60,29,2025-08-20 07:09:00
653,5019,182,11,22,65,1.8,60,7,2024-10-24 17:01:00
654,4737,136,16,22,66,3.7,120,8,2024-04-10 14:55:00
655,4781,173,18,15,61,1.2,120,7,2025-08-20 07:01:00
656,4476,158,13,17,62,4.8,45,26,2024-02-14 15:55:00
657,4382,186,2,17,67,3.4,45,9,2024-06-17 21:32:00
658,4726,1,20,17,62,1.9,120,10,2024-09-12 11:47:00
659,4936,67,17,17,70,1.9,45,24,2024-08-28 17:20:00
660,4945,103,20,15,69,3.8,90,15,2025-01-06 20:25:00
661,4482,50,6,12,67,2.3,45,11,2024-07-10 08:50:00
662,4971,15,20,20,70,3.7,60,23,2024-12-09 06:43:00
663,4388,36,2,23,68,2.4,90,23,2024-08-29 21:20:00
664,4634,9,3,10,70,2.2,60,28,2024-08-03 21:28:00
665,4410,174,15,20,66,4.2,45,19,2024-12-27 20:40:00
666,4805,5,16,10,62,1.3,60,8,2025-11-12 21:21:00
667,4653,71,13,12,63,1.9,45,15,2025-09-08 13:13:00
668,4451,99,11,23,61,2.0,120,24,2025-01-28 18:03:00
669,4721,22,2,17,67,1.8,45,23,2025-04-04 09:19:00
670,4947,157,13,15,63,3.5,120,19,2024-01-29 14:48:00
671,4691,108,16,21,69,1.5,60,5,2025-01-01 19:52:00
672,4442,73,4,20,66,1.3,60,12,2024-11-13 17:07:00
673,4897,124,9,15,70,4.1,60,13,2025-09-15 19:30:00
674,5100,91,16,21,67,1.8,60,12,2025-01-31 22:24:00
675,4804,189,6,21,66,3.1,60,12,2025-09-07 11:12:00
676,4690,24,5,16,64,1.1,120,14,2024-10-18 20:00:00
677,4390,108,16,22,66,2.6,45,8,2025-02-10 19:14:00
678,5086,161,20,14,63,4.9,60,8,2024-03-30 15:16:00
679,4676,162,20,16,64,2.2,60,22,2024-08-27 15:06:00
680,4525,74,8,19,63,3.6,45,23,2025-10-11 13:36:00
681,4486,108,4,20,67,1.9,120,9,2025-05-05 20:08:00
682,4578,149,11,13,70,3.9,60,19,2024-09-12 15:35:00
683,4995,29,11,16,68,3.2,60,18,2024-05-22 22:13:00
684,4721,133,17,24,67,2.9,60,29,2024-09-11 09:20:00
685,4688,114,17,23,68,1.2,90,20,2025-07-03 20:56:00
686,4697,158,4,12,61,2.1,60,21,2024-08-03 07:38:00
687,4856,40,20,21,66,4.4,120,19,2024-01-28 20:59:00
688,5010,70,13,15,69,4.6,45,15,2025-11-02 21:18:00
689,4958,166,5,18,64,1.9,45,17,2025-05-16 20:55:00
690,4879,94,5,14,69,2.2,90,30,2024-05-22 19:15:00
691,4919,7,1,24,69,4.0,120,26,2025-07-27 11:07:00
692,4521,27,4,13,69,3.3,120,18,2024-12-10 16:28:00
693,4727,81,14,16,68,4.4,60,6,2025-10-02 16:47:00
694,4453,77,9,17,61,2.7,90,8,2025-06-04 07:36:00
695,4469,2,8,11,61,4.7,120,5,2025-01-06 14:12:00
696,4425,100,17,23,64,4.2,45,25,2024-04-03 11:48:00
697,4659,78,12,23,66,1.9,60,9,2024-08-10 08:31:00
698,4734,128,17,11,66,4.1,120,10,2025-02-17 14:44:00
699,4952,145,10,17,64,4.3,90,15,2025-08-14 16:13:00
700,4421,20,12,20,66,4.2,90,20,2025-11-01 10:15:00
701,4570,149,11,12,67,2.6,45,29,2024-10-14 15:41:00
702,4654,1,8,20,61,3.4,60,12,2025-01-27 14:28:00
703,4871,34,18,23,63,2.4,45,30,2025-05-11 19:00:00
704,4658,153,1,10,68,3.2,60,7,2025-11-16 20:17:00
705,4780,153,15,16,64,2.8,120,29,2025-01-14 17:12:00
706,4585,109,20,14,61,3.2,90,26,2026-01-09 17:17:00
707,4882,106,19,19,62,2.3,90,8,2024-05-29 18:08:00
708,5021,195,6,20,64,1.3,120,29,2024-09-06 17:03:00
709,4524,126,1,20,69,2.8,120,11,2025-03-15 21:50:00
710,5085,61,11,18,62,1.5,120,29,2025-02-11 06:03:00
711,4598,131,18,12,66,1.4,120,16,2025-03-17 12:07:00
712,4546,184,15,11,70,3.8,45,7,2025-02-20 21:23:00
713,4782,146,19,12,65,4.7,45,28,2024-01-23 12:30:00
714,4818,48,4,17,67,1.8,90,7,2024-10-31 21:31:00
715,4456,198,20,17,63,2.9,45,26,2025-02-23 18:50:00
716,4464,160,7,15,65,4.1,60,21,2024-09-20 12:57:00
717,4872,111,20,17,69,2.5,45,20,2025-07-05 17:22:00
718,5072,155,4,15,67,1.7,60,16,2024-09-21 11:20:00
719,4636,8,13,21,68,3.9,45,15,2024-03-14 19:37:00
720,5091,98,2,21,67,3.2,120,26,2025-03-05 13:51:00
721,4834,191,10,15,63,3.1,45,28,2025-07-08 11:14:00
722,4948,172,12,22,65,1.5,90,21,2025-01-01 11:22:00
723,4546,11,16,22,61,2.8,60,30,2024-11-07 07:07:00
724,4795,158,12,20,70,2.0,120,10,2025-04-17 07:52:00
725,4736,200,19,19,64,1.3,90,16,2025-11-30 10:24:00
726,4915,136,8,13,70,4.2,90,18,2025-10-04 08:17:00
727,5088,113,12,19,63,4.8,90,11,2026-01-12 07:49:00
728,4753,41,18,23,66,1.5,120,14,2025-11-01 20:21:00
729,4918,151,5,17,69,1.7,120,18,2025-09-21 10:07:00
730,4411,29,1,19,65,4.2,120,19,2024-09-03 12:40:00
731,5101,198,13,24,61,2.9,90,17,2024-07-27 17:51:00
732,4882,2,10,14,68,4.5,120,14,2024-04-26 14:13:00
733,4420,14,18,10,62,3.4,60,15,2024-09-06 16:06:00
734,5020,56,13,12,61,2.6,60,20,2025-11-16 21:27:00
735,4408,54,13,16,65,1.2,45,24,2024-09-09 12:17:00
736,4922,141,9,21,66,1.1,60,18,2024-12-19 22:57:00
737,4534,123,14,19,68,1.7,90,23,2025-01-13 21:47:00
738,4844,187,20,23,68,4.5,60,7,2024-05-31 13:00:00
739,5052,187,16,16,66,4.3,90,26,2024-06-04 06:48:00
740,5106,42,2,12,70,3.2,60,6,2025-06-17 12:40:00
741,4745,190,5,17,68,3.0,60,25,2025-05-27 19:22:00
742,4475,190,3,24,61,1.5,45,23,2024-07-29 13:32:00
743,4453,178,6,22,68,3.4,90,28,2025-11-21 09:14:00
744,4536,142,20,14,64,4.3,45,27,2025-12-29 16:29:00
745,4781,65,11,24,63,1.4,120,23,2025-06-07 11:50:00
746,4872,52,4,20,70,1.8,90,23,2024-09-06 20:32:00
747,5081,102,5,19,67,4.7,120,9,2024-08-18 12:00:00
748,4987,173,14,20,68,3.3,90,29,2024-08-31 07:40:00
749,4782,115,6,20,62,1.7,45,26,2025-04-29 10:21:00
750,4799,46,2,20,68,3.2,90,5,2024-06-18 07:37:00
751,4826,175,20,11,61,4.2,60,9,2025-06-25 08:42:00
752,4886,157,9,21,61,1.8,45,30,2024-06-06 12:50:00
753,4797,121,8,19,61,1.1,120,19,2025-11-14 09:59:00
754,5008,71,5,19,68,4.2,120,14,2025-06-12 07:22:00
755,4602,151,8,10,69,1.1,60,6,2025-08-10 16:27:00
756,4893,190,14,24,61,3.5,120,12,2025-12-20 09:42:00
757,4569,130,5,11,63,1.3,60,29,2024-10-01 10:48:00
758,4626,108,4,18,70,1.9,60,27,2024-09-03 08:57:00
759,4911,138,19,23,65,4.4,90,11,2024-12-24 14:54:00
760,4698,161,7,19,68,1.0,45,18,2025-01-04 21:02:00
761,4894,87,4,16,70,3.7,120,28,2025-02-19 08:44:00
762,4797,5,10,12,67,4.6,90,8,2024-01-22 15:13:00
763,4834,106,16,11,66,2.0,45,20,2024-12-07 15:56:00
764,4836,162,5,15,66,1.6,60,27,2025-06-11 09:04:00
765,4758,8,18,23,68,2.4,60,23,2025-08-05 21:59:00
766,4419,71,7,20,68,5.0,90,11,2024-05-31 12:39:00
767,4987,56,17,22,62,1.2,120,17,2025-02-06 13:25:00
768,4731,166,8,23,67,5.0,90,30,2024-08-13 08:45:00
769,4454,16,18,11,67,4.4,45,29,2024-03-02 17:06:00
770,4939,35,13,17,67,4.1,45,11,2025-03-02 09:06:00
771,4548,162,15,23,64,4.7,45,14,2024-06-05 12:23:00
772,4494,162,16,15,61,2.2,60,19,2025-10-19 06:06:00
773,4564,70,18,10,61,4.6,90,7,2024-06-07 20:42:00
774,4666,80,3,21,67,2.7,45,15,2024-01-20 18:26:00
775,4477,4,9,10,66,3.9,45,8,2025-10-21 06:28:00
776,4468,36,10,20,67,2.9,45,29,2024-08-18 20:20:00
777,4786,110,3,19,68,4.1,120,26,2025-02-21 17:49:00
778,4681,52,12,15,68,2.8,60,18,2024-06-11 08:02:00
779,4859,35,1,10,67,1.7,120,8,2025-10-12 22:29:00
780,4960,5,5,16,68,2.1,90,7,2024-06-01 11:41:00
781,4987,125,16,18,69,1.2,90,12,2024-11-20 22:41:00
782,4684,69,16,12,62,2.8,45,25,2025-06-04 16:34:00
783,4964,100,14,14,67,2.8,90,27,2025-05-14 11:22:00
784,4603,43,19,23,66,1.8,60,29,2024-01-23 06:06:00
785,4751,90,5,20,67,2.4,60,10,2024-06-07 12:57:00
786,4582,11,5,12,63,3.3,120,12,2025-05-12 07:45:00
787,4854,61,9,23,69,4.5,90,7,2025-09-26 13:58:00
788,4434,145,2,24,63,2.7,60,20,2024-02-08 12:48:00
789,4807,152,6,20,62,2.5,90,17,2025-04-05 08:34:00
790,4705,88,20,21,66,4.2,45,5,2025-03-07 18:46:00
791,4508,170,13,12,70,4.5,60,17,2025-09-06 18:45:00
792,4780,164,19,14,67,1.1,120,26,2024-07-28 21:10:00
793,4679,73,15,16,69,4.7,90,9,2025-04-24 19:47:00
794,4621,142,17,19,69,2.6,120,18,2025-01-26 10:22:00
795,4929,112,12,14,66,1.4,60,30,2024-03-27 16:34:00
796,4487,39,8,12,64,2.4,60,7,2025-12-23 14:40:00
797,4558,71,7,19,65,1.2,120,10,2025-04-11 08:21:00
798,4838,92,20,13,70,3.2,120,14,2025-11-24 19:06:00
799,4960,27,12,12,62,1.6,45,12,2024-08-08 10:53:00
800,4879,40,14,11,61,4.2,90,5,2024-09-15 21:24:00
801,4665,198,9,20,67,1.9,90,24,2024-09-11 20:18:00
802,4645,82,13,11,68,4.7,90,26,2025-01-06 16:37:00
803,4960,194,11,15,69,1.7,45,14,2025-12-26 22:30:00
804,4709,39,7,20,64,1.8,120,11,2026-01-02 12:52:00
805,4471,141,16,17,70,1.3,60,13,2024-09-15 16:17:00
806,4450,36,3,13,62,2.6,60,16,2025-11-04 11:56:00
807,4807,187,3,17,68,1.6,60,26,2024-03-20 20:27:00
808,4652,15,14,13,67,3.5,90,6,2024-02-28 19:29:00
809,4442,157,19,10,66,1.4,90,15,2025-04-20 13:18:00
810,5055,138,15,12,68,2.7,45,7,2025-07-14 15:39:00
811,4516,38,2,18,65,4.9,60,30,2024-12-22 16:47:00
812,4681,111,17,12,66,2.5,120,6,2024-03-08 09:23:00
813,4623,43,5,14,69,3.0,45,18,2025-01-06 17:33:00
814,5014,134,5,22,70,4.4,90,28,2024-12-28 12:06:00
815,4493,78,18,10,65,3.0,60,8,2024-03-05 18:57:00
816,4755,32,16,24,61,3.3,60,7,2025-05-26 08:11:00
817,5059,54,1,14,65,3.2,90,14,2024-04-30 13:47:00
818,5056,138,18,19,61,2.8,60,20,2025-05-07 07:29:00
