id,klient_id,data_id,sala_id,czas_pobytu_min,data_wejscia
1154,173,4797,67,144,2024-02-15 10:06:00
1155,140,4597,69,162,2024-12-06 12:50:00
1156,200,4786,69,159,2024-12-25 10:37:00
1157,68,4695,69,81,2025-10-16 06:34:00
1158,146,4931,69,145,2025-12-18 18:13:00
1159,43,4686,70,153,2025-03-19 12:57:00
1160,2,4483,68,66,2025-05-16 20:48:00
1161,127,4648,66,152,2024-08-28 11:28:00
1162,97,4782,67,177,2024-03-06 08:58:00
1163,104,5038,62,137,2024-06-18 10:53:00
1164,82,4400,64,90,2024-06-28 16:11:00
1165,64,5049,66,115,2024-03-14 06:43:00
1166,73,4476,62,106,2024-11-19 17:57:00
1167,61,4991,62,74,2025-11-26 20:13:00
1168,57,4418,61,60,2025-07-24 10:51:00
1169,17,4445,66,61,2025-03-11 17:21:00
1170,116,4836,69,83,2024-05-03 14:55:00
1171,97,4790,70,49,2025-02-13 09:37:00
1172,16,4652,61,143,2025-07-18 12:32:00
1173,17,4484,67,144,2025-01-02 09:21:00
1174,38,4758,68,91,2025-05-17 11:42:00
1175,193,4935,68,161,2024-04-06 08:13:00
1176,153,5045,61,125,2024-05-26 08:35:00
1177,145,4528,66,131,2024-12-17 11:49:00
1178,28,4515,68,159,2024-05-06 22:22:00
1179,90,4682,65,125,2024-02-26 07:25:00
1180,165,4951,62,41,2025-06-12 18:02:00
1181,157,4847,69,180,2025-09-22 21:59:00
1182,30,4426,69,45,2025-12-24 18:57:00
1183,63,4427,62,123,2024-07-22 21:15:00
1184,59,4979,61,124,2024-02-28 16:25:00
1185,62,4868,68,47,2025-10-11 12:51:00
1186,88,4657,66,170,2025-02-16 21:51:00
1187,146,4588,62,102,2026-01-12 14:36:00
1188,108,4969,66,123,2025-07-06 18:14:00
1189,62,4967,68,173,2025-01-01 10:13:00
1190,95,4870,64,96,2025-10-05 07:38:00
1191,42,4804,64,125,2025-05-27 20:56:00
1192,87,4940,68,88,2024-09-06 20:19:00
1193,131,4513,61,117,2025-03-27 17:46:00
1194,152,4624,62,74,2025-12-05 15:08:00
1195,88,4830,68,177,2025-02-04 22:55:00
1196,177,4845,70,142,2024-11-16 14:44:00
1197,146,4687,70,78,2025-05-05 17:38:00
1198,104,4657,64,36,2025-08-01 18:12:00
1199,108,4424,67,65,2025-11-15 06:24:00
1200,65,4498,69,54,2025-10-18 13:22:00
1201,145,4607,64,137,2024-03-03 12:38:00
1202,147,4405,67,168,2024-03-25 12:48:00
1203,165,5069,66,82,2024-05-09 11:23:00
1204,5,4894,61,59,2024-02-28 15:49:00
1205,161,4724,65,175,2024-07-30 09:52:00
1206,58,4930,64,175,2024-11-25 20:49:00
1207,146,5103,66,85,2025-06-22 13:08:00
1208,164,5004,61,67,2025-02-08 17:38:00
1209,40,5067,70,94,2024-03-22 11:18:00
1210,63,4953,61,138,2025-07-10 07:04:00
1211,50,4744,69,109,2024-11-10 20:22:00
1212,162,4681,68,59,2025-07-01 09:48:00
1213,192,4387,69,61,2025-04-25 06:51:00
1214,74,5106,63,166,2025-03-28 19:11:00
1215,78,4637,66,34,2024-04-23 13:36:00
1216,179,4464,61,79,2025-06-11 07:47:00
1217,111,4387,69,83,2025-08-27 10:03:00
1218,181,4982,70,88,2024-08-29 22:39:00
1219,57,4893,65,41,2024-10-15 21:52:00
1220,76,4487,62,155,2025-10-26 19:34:00
1221,156,4629,65,135,2025-03-02 14:47:00
1222,12,4498,67,115,2024-05-21 22:26:00
1223,137,4883,62,172,2024-10-14 08:27:00
1224,86,4507,66,174,2025-12-20 07:14:00
1225,58,4844,67,128,2025-01-23 11:32:00
1226,72,5101,62,110,2024-06-10 09:36:00
1227,150,4437,70,66,2025-06-19 11:29:00
1228,21,4889,62,164,2025-08-18 20:31:00
1229,195,4587,69,47,2024-02-02 17:30:00
1230,194,4547,64,161,2024-05-07 16:12:00
1231,174,5066,67,168,2025-09-19 11:57:00
1232,107,4756,64,164,2025-07-31 10:44:00
1233,27,4505,66,77,2025-06-19 12:28:00
1234,5,4495,68,63,2025-03-11 17:20:00
1235,118,4691,69,148,2024-11-29 06:52:00
1236,49,4532,64,54,2025-10-31 11:04:00
1237,50,4476,68,156,2024-09-23 12:39:00
1238,32,5009,67,30,2024-08-25 11:42:00
1239,181,4872,66,95,2025-07-04 08:36:00
1240,171,4554,62,155,2025-09-17 07:55:00
1241,183,4899,62,51,2025-09-01 10:03:00
1242,54,4441,67,139,2024-05-27 10:13:00
1243,200,4947,65,145,2024-02-11 19:18:00
1244,78,4598,62,131,2024-02-01 13:31:00
1245,154,4957,65,156,2024-06-04 07:02:00
1246,172,4649,67,102,2025-03-30 16:44:00
1247,5,4427,61,96,2025-10-26 19:53:00
1248,82,4561,64,65,2025-10-21 07:41:00
1249,33,4641,64,174,2025-07-12 07:38:00
1250,75,4656,65,88,2025-07-06 10:52:00
1251,135,4902,63,159,2025-06-06 18:53:00
1252,94,4757,63,155,2025-10-30 08:23:00
1253,79,4537,65,81,2025-07-12 11:22:00
1254,7,4522,62,154,2025-12-22 13:20:00
1255,56,4483,61,168,2024-10-07 13:23:00
1256,32,5008,69,49,2025-05-10 14:51:00
1257,42,4675,66,124,2024-07-13 16:58:00
1258,104,4841,63,163,2025-02-08 12:48:00
1259,37,4621,62,99,2025-10-12 22:52:00
1260,59,4407,64,69,2025-01-25 11:51:00
1261,196,4960,61,45,2024-02-28 11:15:00
1262,22,4848,61,32,2025-12-10 06:41:00
1263,132,4443,65,74,2024-04-18 17:51:00
1264,50,4666,69,77,2024-08-14 17:46:00
1265,117,4417,68,126,2025-04-07 17:36:00
1266,189,5068,66,134,2024-09-26 07:11:00
1267,95,4838,61,32,2024-12-09 08:28:00
1268,20,4854,68,146,2025-05-14 09:14:00
1269,134,4777,69,125,2025-04-30 21:05:00
1270,125,4723,68,96,2025-06-22 14:25:00
1271,194,5090,70,62,2025-08-11 09:44:00
1272,18,4877,68,125,2025-03-05 10:10:00
1273,86,4527,65,163,2024-10-01 20:46:00
1274,156,4534,62,41,2025-09-30 10:24:00
1275,6,4635,65,82,2024-02-13 14:29:00
1276,192,4763,63,113,2025-12-26 13:39:00
1277,147,4745,63,95,2024-04-23 19:30:00
1278,189,4867,64,166,2024-09-23 15:05:00
1279,6,4668,67,159,2025-01-17 13:45:00
1280,46,5038,63,162,2025-07-15 07:10:00
1281,13,4541,67,96,2025-02-06 22:33:00
1282,70,4398,68,70,2025-10-09 08:43:00
1283,133,4543,64,170,2025-09-21 16:58:00
1284,56,4439,63,163,2025-08-01 20:28:00
1285,145,5073,61,88,2024-05-29 09:27:00
1286,11,4635,66,145,2026-01-11 07:03:00
1287,28,4495,69,180,2025-07-07 18:00:00
1288,194,4398,65,63,2025-03-23 06:36:00
1289,164,4401,65,31,2024-02-20 12:46:00
1290,132,4999,64,142,2024-11-22 18:29:00
1291,6,4828,65,144,2024-08-25 20:25:00
1292,145,5095,66,173,2025-11-22 10:18:00
1293,153,4967,66,52,2025-04-21 09:33:00
1294,165,4855,62,35,2024-11-13 13:26:00
1295,181,4951,67,129,2025-09-02 07:00:00
1296,35,4601,68,81,2024-02-09 09:06:00
1297,179,4555,64,93,2025-03-29 08:09:00
1298,149,4791,65,78,2024-12-26 21:12:00
1299,196,4897,63,158,2025-09-14 19:30:00
1300,101,4602,67,92,2025-11-08 17:21:00
1301,153,4618,68,108,2025-01-08 12:31:00
1302,121,5010,68,113,2024-12-31 20:06:00
1303,196,4970,69,111,2024-11-15 13:36:00
1304,162,4554,68,88,2025-02-18 13:38:00
1305,66,4750,67,133,2025-03-24 17:28:00
1306,51,4641,67,111,2024-02-02 11:38:00
1307,89,5034,61,167,2024-03-24 19:18:00
1308,177,4932,63,103,2025-08-02 14:45:00
1309,170,4757,64,54,2025-07-09 09:52:00
1310,88,4675,67,34,2024-07-14 14:50:00
1311,147,4767,64,140,2025-04-08 15:43:00
1312,47,4510,69,75,2025-08-28 07:49:00
1313,112,4588,69,128,2024-11-08 11:53:00
1314,58,5103,66,113,2025-06-03 06:08:00
1315,15,4434,65,142,2025-08-20 14:59:00
1316,167,5013,61,129,2025-08-31 10:43:00
1317,113,4905,64,80,2025-11-20 13:45:00
1318,101,4999,63,102,2024-11-07 19:35:00
1319,145,4778,69,168,2025-05-22 08:13:00
1320,23,4948,63,83,2025-05-25 06:47:00
1321,195,4388,67,167,2025-09-11 11:08:00
1322,162,4808,69,48,2024-06-04 15:09:00
1323,160,5058,65,166,2024-09-02 16:06:00
1324,64,4625,67,106,2024-11-12 12:30:00
1325,161,4804,67,36,2024-05-13 12:39:00
1326,139,4837,63,126,2024-03-29 13:48:00
1327,160,4834,64,90,2025-08-24 09:57:00
1328,33,4920,66,119,2024-12-16 22:40:00
1329,20,4619,66,32,2024-12-01 08:49:00
1330,154,5089,70,133,2025-11-16 20:33:00
1331,156,4876,68,119,2024-03-31 15:19:00
1332,132,4618,63,43,2025-07-18 18:06:00
1333,3,4741,67,53,2024-10-13 07:24:00
1334,98,5061,63,79,2024-10-02 22:42:00
1335,171,4816,61,66,2024-05-31 07:39:00
1336,64,4965,63,48,2025-12-30 06:20:00
1337,164,4982,65,144,2024-02-27 10:00:00
1338,46,4811,63,82,2025-01-10 10:58:00
1339,151,4830,61,39,2024-02-02 21:06:00
1340,112,4997,65,82,2024-03-02 16:09:00
1341,46,4787,67,52,2025-04-09 20:56:00
1342,40,4617,66,153,2024-03-03 08:50:00
1343,126,5030,68,46,2025-11-27 13:30:00
1344,12,4618,68,78,2025-01-17 19:26:00
1345,195,4675,65,169,2024-06-19 10:26:00
1346,59,4401,66,67,2024-05-30 11:19:00
1347,43,4704,69,93,2024-05-27 12:23:00
1348,98,4818,69,160,2024-06-22 09:48:00
1349,67,4447,69,43,2024-07-15 06:58:00
1350,59,4827,69,133,2024-06-04 14:05:00
1351,68,4385,67,147,2024-06-11 09:53:00
1352,186,5027,70,146,2024-09-08 16:45:00
1353,135,4691,63,102,2025-01-15 14:49:00
1354,77,4534,67,137,2025-07-19 11:45:00
1355,88,4688,70,82,2025-05-28 18:54:00
1356,13,4646,65,44,2024-03-17 17:27:00
1357,158,4690,65,145,2025-04-14 18:27:00
1358,50,4425,61,41,2024-06-25 16:59:00
1359,121,4758,66,142,2025-05-21 18:24:00
1360,52,4480,70,101,2025-12-08 17:54:00
1361,186,4948,66,99,2025-04-13 20:40:00
1362,178,4434,65,95,2025-11-06 11:40:00
1363,192,4575,64,133,2025-09-17 19:38:00
1364,128,4736,61,72,2024-07-14 16:20:00
1365,20,4899,66,131,2025-01-21 21:01:00
1366,153,4718,61,79,2025-02-19 08:00:00
1367,104,4552,70,79,2025-07-07 08:08:00
1368,159,4673,62,154,2024-12-16 09:27:00
1369,92,4866,67,126,2024-10-23 10:30:00
1370,10,4935,65,46,2024-05-15 16:16:00
1371,195,4718,66,139,2024-10-03 21:57:00
1372,42,4812,62,34,2025-01-12 13:59:00
1373,156,4663,61,61,2024-12-18 09:53:00
1374,171,4557,66,177,2024-12-21 08:38:00
1375,129,4761,61,176,2024-02-03 19:09:00
1376,3,4557,68,144,2025-11-27 09:09:00
1377,176,4892,68,164,2024-05-09 10:27:00
1378,65,4665,67,104,2024-08-12 20:12:00
1379,128,4888,67,72,2024-12-14 21:10:00
1380,131,4383,62,52,2024-12-27 19:37:00
1381,100,5042,65,126,2025-03-06 20:29:00
1382,2,4979,63,45,2024-11-15 12:47:00
1383,55,4497,62,156,2024-01-26 08:21:00
1384,8,5104,61,46,2025-10-10 12:16:00
1385,196,4561,69,93,2024-04-24 20:59:00
1386,107,4478,67,32,2025-02-20 10:14:00
1387,151,4413,66,54,2024-05-28 18:13:00
1388,148,4778,70,86,2025-05-13 22:13:00
1389,178,4941,62,153,2025-11-23 21:05:00
1390,169,4864,65,135,2025-01-20 20:51:00
1391,159,4396,64,69,2025-10-11 14:47:00
1392,145,4760,64,85,2024-06-11 07:21:00
1393,119,4862,61,124,2024-02-12 12:22:00
1394,105,5060,67,163,2024-10-01 09:29:00
1395,181,4798,69,36,2025-05-23 13:56:00
1396,183,4696,69,111,2026-01-13 15:47:00
1397,10,4430,62,88,2024-09-13 10:32:00
1398,198,4928,61,110,2025-07-16 21:43:00
1399,179,4699,70,178,2026-01-10 08:22:00
1400,149,4578,65,156,2024-07-28 12:36:00
1401,10,4559,62,105,2025-05-26 19:44:00
1402,39,4444,64,131,2025-01-15 18:40:00
1403,1,4385,61,92,2024-10-21 22:03:00
1404,69,4734,68,163,2024-12-08 10:07:00
1405,197,4976,64,123,2024-12-15 14:25:00
1406,198,4532,69,51,2025-03-26 13:25:00
1407,52,4536,61,174,2025-12-31 13:37:00
1408,170,4646,65,157,2024-07-03 18:30:00
1409,57,4659,66,134,2024-11-21 16:03:00
1410,40,4575,62,156,2025-01-05 06:07:00
1411,68,4610,63,82,2024-03-05 14:44:00
1412,143,4910,67,45,2025-09-04 13:01:00
1413,115,4710,66,168,2025-12-03 18:06:00
1414,195,4819,63,72,2024-05-15 19:42:00
1415,84,4484,67,146,2024-12-27 08:16:00
1416,113,4825,63,79,2025-06-19 22:54:00
1417,36,4841,69,130,2024-06-19 08:22:00
1418,168,4436,62,37,2025-03-15 13:37:00
1419,195,4828,67,105,2025-08-10 11:08:00
1420,147,5083,67,62,2025-05-15 13:56:00
1421,166,4882,70,163,2025-04-13 20:02:00
1422,19,4476,70,169,2025-11-28 17:44:00
1423,71,5071,67,180,2024-05-28 18:09:00
1424,21,4824,68,145,2024-10-19 18:42:00
1425,162,4381,61,33,2025-01-03 13:57:00
1426,160,4516,69,123,2024-10-18 08:10:00
1427,163,4897,62,139,2025-10-25 13:07:00
1428,18,4995,61,155,2025-09-25 14:49:00
1429,55,4993,66,107,2024-05-23 16:49:00
1430,12,5080,70,36,2024-06-17 10:10:00
1431,113,4980,67,174,2025-04-01 06:51:00
1432,116,4512,68,113,2024-10-26 11:20:00
1433,197,4422,64,106,2024-07-16 15:42:00
1434,142,4425,69,97,2024-11-09 09:48:00
1435,23,4469,63,132,2025-04-07 12:40:00
1436,21,5016,63,172,2024-08-20 16:40:00
1437,78,4392,66,31,2025-02-04 09:33:00
1438,100,4585,65,125,2025-11-05 14:35:00
1439,161,4936,63,154,2024-03-08 19:54:00
1440,172,5005,63,170,2025-11-17 18:21:00
1441,131,4702,64,99,2024-10-05 18:57:00
1442,127,4512,65,61,2025-08-02 19:35:00
1443,70,4481,67,104,2025-05-11 10:41:00
1444,14,4906,66,83,2024-11-24 08:51:00
1445,13,4817,63,82,2024-05-04 17:54:00
1446,25,4909,64,59,2025-10-30 13:27:00
1447,56,4408,64,176,2025-07-23 08:36:00
1448,8,4561,63,85,2024-08-22 12:10:00
1449,86,5072,66,156,2025-06-16 18:58:00
1450,23,4540,65,33,2025-04-25 08:32:00
1451,122,4613,63,61,2024-11-15 20:56:00
1452,167,4859,69,90,2024-12-27 09:24:00
1453,108,4884,67,174,2025-01-10 08:45:00
1454,30,4534,69,173,2024-05-19 22:04:00
1455,170,4999,70,128,2025-03-28 16:06:00
1456,100,4913,61,166,2024-08-14 09:38:00
1457,128,4741,70,41,2025-03-06 11:25:00
1458,11,4390,65,101,2025-01-04 14:38:00
1459,189,4484,70,170,2025-05-06 08:18:00
1460,169,4464,70,85,2024-11-19 09:00:00
1461,10,4621,69,130,2025-09-16 12:21:00
1462,57,5071,64,47,2025-05-24 18:02:00
1463,77,4930,69,166,2025-06-26 17:44:00
1464,145,4635,69,60,2025-05-25 10:47:00
1465,189,4918,67,70,2024-07-17 10:36:00
1466,14,5075,63,111,2024-08-12 08:00:00
1467,170,4572,64,174,2025-11-24 17:19:00
1468,178,4794,69,127,2024-05-09 06:38:00
1469,41,4852,66,69,2024-04-15 06:49:00
1470,172,4900,70,36,2024-02-07 09:21:00
1471,101,4691,62,149,2024-02-27 10:07:00
1472,188,4720,68,105,2025-09-10 10:57:00
1473,76,5055,65,57,2024-09-30 09:45:00
1474,38,4580,62,120,2024-03-12 07:27:00
1475,16,4912,70,124,2024-06-18 12:34:00
1476,10,4963,65,30,2025-05-09 10:37:00
1477,76,4934,65,142,2025-11-30 19:46:00
1478,58,4560,70,107,2024-01-28 12:41:00
1479,197,4811,70,119,2024-05-27 22:26:00
1480,3,4732,69,157,2024-03-27 09:20:00
1481,32,5064,65,137,2024-01-25 09:08:00
1482,80,4514,65,148,2024-07-21 10:49:00
1483,80,4714,66,64,2025-02-26 20:38:00
1484,131,5022,68,140,2024-08-03 15:53:00
1485,32,4401,64,75,2024-03-14 13:27:00
1486,125,4645,65,32,2025-01-23 15:14:00
1487,151,4951,61,65,2025-09-10 14:48:00
1488,96,4727,69,155,2024-09-24 07:57:00
1489,199,4667,68,35,2024-01-26 20:55:00
1490,150,4541,62,111,2025-12-03 14:17:00
1491,147,4682,62,148,2024-05-17 13:42:00
1492,64,4778,70,110,2025-05-18 22:14:00
1493,21,4913,70,108,2024-05-09 08:43:00
1494,100,4656,62,125,2024-10-11 22:29:00
1495,193,4551,65,161,2025-03-31 07:49:00
1496,161,5055,61,160,2025-02-03 09:45:00
1497,69,4898,68,165,2025-06-14 18:08:00
1498,123,5014,63,102,2025-11-27 13:52:00
1499,125,4423,67,113,2024-06-25 09:47:00
1500,65,4424,70,130,2025-07-19 08:13:00
1501,150,4961,64,165,2025-03-22 21:52:00
1502,91,4640,66,174,2025-04-23 15:26:00
1503,176,4888,67,49,2025-06-18 22:46:00
1504,122,4654,68,69,2024-10-21 19:14:00
1505,171,4781,66,42,2024-02-28 20:40:00
1506,183,4477,63,31,2025-08-17 06:58:00
1507,74,4697,62,73,2024-11-05 19:41:00
1508,30,4673,67,169,2025-09-16 09:58:00
1509,63,4735,63,137,2025-05-25 18:19:00
1510,21,4389,62,47,2024-04-26 12:08:00
1511,128,4891,65,51,2025-03-21 14:01:00
1512,146,4391,61,137,2024-04-14 16:29:00
1513,36,4450,63,57,2024-12-09 17:29:00
1514,67,5094,63,141,2025-09-27 20:38:00
1515,9,4966,64,48,2024-06-29 09:27:00
1516,151,4386,62,160,2025-05-22 10:42:00
1517,68,4736,70,108,2025-12-11 14:04:00
1518,158,4655,61,178,2025-06-25 17:40:00
1519,155,4394,63,48,2024-02-07 15:53:00
1520,148,4698,68,134,2025-01-04 11:25:00
1521,30,4513,66,57,2024-07-27 12:09:00
1522,118,5037,62,150,2025-10-28 10:09:00
1523,120,4602,64,44,2024-11-22 17:52:00
1524,138,4449,61,150,2025-08-18 12:19:00
1525,196,5064,62,80,2024-07-16 10:59:00
1526,160,4886,62,55,2024-12-08 18:27:00
1527,65,4869,66,82,2025-11-23 17:02:00
1528,189,4594,69,78,2024-03-09 10:35:00
1529,158,4483,69,135,2025-12-27 12:28:00
1530,159,4442,65,136,2025-11-02 08:05:00
1531,192,4767,63,174,2024-11-18 11:48:00
1532,50,4633,66,113,2025-02-24 09:29:00
1533,188,5026,69,167,2024-06-20 07:29:00
1534,83,4922,69,103,2024-04-06 17:08:00
1535,164,4507,63,136,2025-05-30 21:13:00
1536,173,4479,67,105,2025-12-15 07:05:00
1537,103,4603,68,152,2025-05-05 22:57:00
1538,41,4780,64,180,2024-12-03 17:22:00
1539,80,4525,65,174,2025-07-09 13:39:00
1540,89,4955,68,84,2024-08-12 21:55:00
1541,80,4782,61,113,2025-07-05 09:22:00
1542,168,5030,69,94,2024-06-22 10:53:00
1543,149,4456,67,159,2024-03-27 12:13:00
1544,108,4985,66,102,2024-12-12 22:47:00
1545,162,4953,67,34,2024-05-30 16:54:00
1546,134,4832,61,74,2025-11-05 16:50:00
1547,17,4426,62,59,2024-07-18 13:36:00
1548,70,4982,65,131,2025-08-17 07:05:00
1549,17,4481,64,51,2024-08-25 22:27:00
1550,18,4732,68,31,2025-03-29 13:14:00
1551,110,5065,68,135,2025-02-11 19:26:00
1552,96,4955,67,118,2025-10-26 07:20:00
1553,134,4517,64,92,2024-07-26 16:17:00
1554,34,4411,62,48,2024-02-25 07:03:00
1555,58,4667,63,42,2025-07-24 15:30:00
1556,30,4852,70,48,2024-08-03 16:31:00
1557,142,4568,65,132,2025-05-13 18:41:00
1558,126,4897,64,133,2025-12-10 11:42:00
1559,157,4503,61,141,2024-03-11 07:13:00
1560,62,4780,67,67,2025-07-26 20:59:00
1561,145,4656,64,146,2025-09-22 12:38:00
1562,191,4394,68,103,2025-05-13 09:13:00
1563,16,4940,65,33,2025-11-29 11:47:00
1564,59,4566,64,111,2024-07-20 07:05:00
1565,147,4483,61,143,2024-10-20 07:19:00
1566,135,4721,68,150,2024-10-19 12:16:00
1567,158,4758,70,93,2025-02-04 09:57:00
1568,148,4482,66,173,2024-02-05 11:57:00
1569,187,4679,67,139,2024-02-27 16:33:00
1570,130,5017,66,113,2025-02-21 06:04:00
1571,200,4762,63,171,2025-10-15 07:11:00
1572,165,4907,69,95,2025-10-30 12:23:00
1573,44,4578,68,126,2025-03-04 09:45:00
1574,74,5002,67,49,2025-05-10 22:45:00
1575,182,4747,69,165,2025-04-13 15:01:00
1576,39,4491,61,135,2024-05-23 14:07:00
1577,144,4569,64,39,2024-07-18 14:11:00
1578,48,4668,69,61,2025-03-17 19:44:00
1579,12,4638,62,74,2024-10-05 21:40:00
1580,113,4440,70,59,2024-05-14 17:40:00
1581,34,4693,68,30,2025-10-15 08:21:00
1582,151,4791,67,75,2025-10-25 07:34:00
1583,157,4551,67,127,2025-05-16 17:18:00
1584,141,4696,66,99,2024-02-24 06:40:00
1585,44,4874,62,179,2025-01-22 20:49:00
1586,28,4578,69,130,2024-02-27 21:29:00
1587,116,4644,66,70,2024-11-17 10:25:00
1588,11,4970,65,97,2025-06-14 09:03:00
1589,181,5040,63,42,2025-11-29 06:36:00
1590,101,4789,64,147,2024-03-30 21:01:00
1591,126,4632,65,48,2024-03-23 10:48:00
1592,126,5016,63,72,2025-06-26 06:00:00
1593,27,4803,64,95,2024-07-19 14:26:00
1594,110,4542,68,114,2025-03-21 12:06:00
1595,197,4920,65,137,2025-04-05 19:40:00
1596,164,4842,69,159,2026-01-03 06:06:00
1597,34,5081,68,173,2025-07-03 22:37:00
1598,193,5034,67,130,2025-06-28 16:58:00
1599,70,4981,65,91,2026-01-04 22:31:00
1600,95,4603,65,54,2025-09-28 18:51:00
1601,3,4839,63,157,2025-11-10 09:42:00
1602,145,5097,70,61,2024-02-07 08:45:00
1603,191,4556,62,158,2024-07-02 21:42:00
1604,102,4385,69,148,2024-04-10 14:52:00
1605,111,4965,61,54,2024-12-12 06:19:00
1606,183,5077,66,115,2025-02-23 07:59:00
1607,93,4752,66,59,2024-03-09 17:09:00
1608,146,4703,66,106,2025-01-02 12:23:00
1609,135,4946,69,107,2025-11-05 16:01:00
1610,179,4753,61,58,2024-08-13 09:20:00
1611,176,4510,64,58,2025-09-13 07:38:00
1612,188,4532,66,80,2025-01-18 16:26:00
1613,164,4464,69,107,2025-04-16 17:46:00
1614,85,4461,64,133,2026-01-02 14:33:00
1615,123,4944,70,144,2024-02-01 16:33:00
1616,193,4894,68,179,2025-10-20 09:28:00
1617,38,4784,70,158,2025-12-18 18:36:00
1618,169,4527,63,157,2025-02-04 17:12:00
1619,145,4768,70,137,2024-05-30 09:24:00
1620,8,4576,69,148,2025-10-05 14:32:00
1621,171,4647,70,166,2024-11-18 20:01:00
1622,124,5053,63,174,2024-01-29 19:30:00
1623,161,4874,64,148,2025-07-24 13:32:00
1624,56,4903,68,40,2025-08-08 14:54:00
1625,180,4803,62,176,2024-09-25 10:47:00
1626,98,4545,62,63,2025-09-13 22:20:00
1627,133,4513,65,60,2026-01-11 21:23:00
1628,182,4576,68,151,2024-01-21 16:02:00
1629,171,4640,69,133,2025-05-17 18:50:00
1630,120,4436,70,118,2024-11-18 22:51:00
1631,55,4560,64,147,2025-09-27 12:44:00
1632,20,4852,65,60,2024-07-20 11:46:00
1633,125,4824,61,170,2024-09-30 18:05:00
1634,132,4963,66,94,2024-11-15 11:14:00
1635,76,4511,69,65,2024-10-16 17:30:00
1636,195,4471,69,106,2025-11-09 12:14:00
1637,113,4532,66,46,2024-05-02 07:39:00
1638,123,4626,65,152,2025-07-19 19:37:00
1639,32,4465,64,124,2025-02-24 11:42:00
1640,29,4860,70,68,2024-05-08 19:17:00
1641,109,5023,68,166,2025-04-29 11:06:00
1642,190,4949,70,150,2024-06-01 09:50:00
1643,20,5092,70,127,2025-07-27 22:08:00
1644,182,4690,70,150,2024-02-20 13:23:00
1645,96,4387,65,101,2024-06-10 22:09:00
1646,136,4724,69,41,2024-04-17 12:37:00
1647,53,4391,65,37,2024-05-02 18:10:00
1648,165,4986,68,42,2025-12-13 06:54:00
1649,51,5037,70,177,2024-03-18 09:40:00
1650,40,4611,67,78,2025-07-19 07:15:00
1651,64,4856,65,72,2024-02-11 21:20:00
1652,82,4747,62,82,2024-12-15 18:35:00
1653,28,4454,65,135,2025-12-16 21:21:00
1654,196,5082,61,169,2025-02-21 20:57:00
1655,190,4749,61,120,2024-05-30 13:11:00
1656,83,4952,61,145,2025-01-10 07:33:00
1657,180,4689,62,87,2024-11-18 09:17:00
1658,150,4678,62,65,2025-07-28 08:33:00
1659,190,4469,62,107,2025-07-11 08:58:00
1660,31,5040,66,90,2026-01-10 12:01:00
1661,75,5109,64,49,2024-12-27 10:34:00
1662,27,4460,61,165,2025-06-03 18:11:00
1663,106,4765,67,83,2025-08-11 15:04:00
1664,101,4828,61,140,2025-02-11 10:04:00
1665,153,4865,68,51,2024-10-07 18:18:00
1666,43,4688,70,43,2024-11-28 11:35:00
1667,104,4532,69,137,2025-04-08 09:00:00
1668,37,4729,67,42,2025-08-11 06:04:00
1669,187,5074,69,168,2024-03-12 07:55:00
1670,92,4760,66,34,2025-08-31 16:10:00
1671,73,4435,63,31,2025-02-19 14:16:00
1672,11,4746,61,127,2025-10-28 18:21:00
1673,48,5022,67,67,2024-02-25 22:07:00
1674,90,5018,67,154,2024-03-07 22:37:00
1675,63,5006,62,58,2024-05-06 17:40:00
1676,9,4690,68,33,2025-01-24 18:17:00
1677,45,4851,69,103,2025-05-05 06:58:00
1678,180,4442,67,131,2025-08-07 16:27:00
1679,99,4756,68,174,2024-09-13 07:42:00
1680,14,4395,63,74,2025-10-25 08:34:00
1681,193,4619,61,168,2024-07-14 19:13:00
1682,29,4594,68,48,2025-05-12 08:51:00
1683,138,5025,61,146,2025-03-20 22:08:00
1684,141,4688,62,156,2025-07-28 07:34:00
1685,18,4516,70,178,2024-08-25 22:40:00
1686,106,4980,68,40,2024-06-20 19:11:00
1687,84,5029,64,131,2025-02-20 15:26:00
1688,184,4903,69,32,2025-03-29 21:07:00
1689,55,4641,64,174,2025-01-30 15:32:00
1690,115,4665,63,141,2025-11-03 10:57:00
1691,23,5008,64,154,2025-08-15 10:05:00
1692,101,4959,64,77,2024-04-24 13:48:00
1693,34,4626,62,85,2025-07-12 17:10:00
1694,69,4561,70,105,2025-05-14 18:45:00
1695,95,4573,69,108,2025-09-16 08:45:00
1696,8,4776,65,56,2024-02-25 14:35:00
1697,69,4442,62,30,2024-05-30 18:47:00
1698,72,5004,69,175,2024-05-13 21:29:00
1699,28,4813,69,139,2024-12-24 11:52:00
1700,68,4777,64,36,2024-03-20 07:24:00
1701,153,4880,65,85,2025-03-25 14:53:00
1702,51,4737,62,54,2025-04-20 06:34:00
1703,135,4629,65,71,2024-07-26 20:51:00
1704,33,4878,61,46,2025-11-25 21:39:00
1705,139,4924,69,98,2024-09-05 07:10:00
1706,97,4397,66,59,2024-09-08 20:11:00
1707,47,4383,66,39,2025-03-25 09:43:00
1708,177,4613,61,108,2025-07-26 07:40:00
1709,95,5022,70,47,2024-10-24 14:14:00
1710,9,4853,64,112,2024-04-16 16:43:00
1711,199,5107,68,120,2025-06-14 10:17:00
